id,ident,type,name,elevation_ft,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
654,0CA7,heliport,Boeing Seal Beach (Rooftop) Heliport,158,US,US-CA,Seal Beach,0CA7,0,0CA7,"-118.087997437, 33.7569999695"
655,0CA8,small_airport,Ward Ranch Airport,2500,US,US-CA,Aguanga,0CA8,0,0CA8,"-116.843002319, 33.4277992249"
656,0CA9,small_airport,Blech Ranch Airport,1140,US,US-CA,Shandon,0CA9,0,0CA9,"-120.338996887, 35.5950012207"
657,0CD0,heliport,Delta County Memorial Hospital Heliport,5000,US,US-CO,Delta,0CD0,0,0CD0,"-108.047973, 38.745155"
658,0CD1,heliport,Colorado Plains Medical Center Heliport,4356,US,US-CO,Fort Morgan,0CD1,0,0CD1,"-103.7963389, 40.2610917"
659,0CD2,small_airport,Foxx Valley Airport,5800,US,US-CO,Yoder,0CD2,0,0CD2,"-104.23400116, 38.652500152600005"
660,0CD3,heliport,Branch's Heliport,4635,US,US-CO,Kersey,0CD3,0,0CD3,"-104.527999878, 40.3479995728"
661,0CD4,heliport,Kauffman Heliport,5120,US,US-CO,Denver,0CD4,0,0CD4,"-104.887001038, 40.1463012695"
662,0CD5,small_airport,Pinon Canyon Airport,5686,US,US-CO,Trinidad,0CD5,0,0CD5,"-104.143997192, 37.490501403799996"
663,0CD6,heliport,Exempla Good Samaritan Heliport,5204,US,US-CO,Lafayette,0CD6,0,0CD6,"-105.084999084, 39.971698761"
664,0CD7,small_airport,Fox Hole Airport,5135,US,US-CO,Lafayette,0CD7,0,0CD7,"-105.071998596, 40.004699707"
665,0CD8,heliport,Prowers Medical Center Heliport,3575,US,US-CO,Lamar,0CD8,0,0CD8,"-102.60900116, 38.0710983276"
666,0CD9,heliport,Swedish S.W. Medical Heliport,5563,US,US-CO,Littleton,0CD9,0,0CD9,"-105.091003418, 39.603099823"
667,0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,500,US,US-CA,Raymond,0CL0,0,0CL0,"-119.913002014, 37.11800003049999"
668,0CL1,small_airport,Krey Field Airport,3042,US,US-CA,Adelanto,0CL1,0,0CL1,"-117.555999756, 34.5694007874"
669,0CL2,heliport,Parking Lot Heliport,0,US,US-CA,Chula Vista,0CL2,0,0CL2,"-117.084999084, 32.593898773199996"
670,0CL3,small_airport,John Nichol's Field Airport,490,US,US-CA,Chula Vista,0CL3,0,0CL3,"-116.892997742, 32.633098602299995"
671,0CL4,heliport,Glen Fed Heliport,770,US,US-CA,Glendale,0CL4,0,0CL4,"-118.254997253, 34.1571998596"
672,0CL5,heliport,The Atrium Heliport,46,US,US-CA,Irvine,0CL5,0,0CL5,"-117.858001709, 33.6706008911"
673,0CL6,small_airport,Bohunk's Airpark,2410,US,US-CA,Lancaster,0CL6,0,0CL6,"-118.282997131, 34.694698333699996"
674,0CL7,heliport,Good Samaritan Hospital Heliport,473,US,US-CA,Los Angeles,0CL7,0,0CL7,"-118.264967, 34.054901"
675,0CL8,small_airport,Tera Ultralightport,2510,US,US-CA,Ridgecrest,0CL8,0,0CL8,"-117.634002686, 35.5913009644"
676,0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,1482,US,US-CA,Romoland,0CL9,0,0CL9,"-117.151000977, 33.741100311299995"
677,0CN1,small_airport,Fiorini Ranch Airport,140,US,US-CA,Delhi,0CN1,0,0CN1,"-120.764758, 37.452178"
678,0CN2,small_airport,Sutter Butte Dusters Airport,67,US,US-CA,Live Oak,0CN2,0,0CN2,"-121.688265, 39.228622"
679,0CO0,heliport,Longmont United Hospital Heliport,5047,US,US-CO,Longmont,0CO0,0,0CO0,"-105.125999451, 40.178901672399995"
680,0CO1,small_airport,Dave's Airport,5170,US,US-CO,Louisville,0CO1,0,0CO1,"-105.124000549, 40.0332984924"
681,0CO2,small_airport,Crested Butte Airpark,8980,US,US-CO,Crested Butte,0CO2,CSE,0CO2,"-106.928341, 38.851918"
682,0CO3,closed,Greggs Nr 1 Airport,5373,US,US-CO,Bennett,0,0,0,"-104.544997, 39.8894"
683,0CO4,heliport,Geo-Seis Helicopters Heliport,4935,US,US-CO,Fort Collins,0CO4,0,0CO4,"-105.04599762, 40.5899009705"
684,0CO5,small_airport,Chenoweth Airport,4697,US,US-CO,Last Chance,0CO5,0,0CO5,"-103.589996338, 39.8333015442"
685,0CO6,small_airport,Flying M & M Ranch Airport,8000,US,US-CO,Norwood,0CO6,0,0CO6,"-108.212997437, 38.2193984985"
686,0CO7,heliport,Century Helicopters Heliport,4935,US,US-CO,Fort Collins,0CO7,0,0CO7,"-105.040000916, 40.5854988098"
687,0CO8,small_airport,Cartwheel Airport,5010,US,US-CO,Mead,0CO8,0,0CO8,"-105.013000488, 40.2083015442"
688,0CO9,small_airport,Van Treese Airport,7613,US,US-CO,Monte Vista,0CO9,0,0CO9,"-106.033996582, 37.6582984924"
689,0CT0,heliport,Sharon Hospital Heliport,640,US,US-CT,Sharon,0CT0,0,0CT0,"-73.48100280759999, 41.8811988831"
690,0CT1,heliport,Bristol-Myers Squibb Company Heliport,350,US,US-CT,Wallingford,0CT1,0,0CT1,"-72.7562026977539, 41.484798431396484"
691,0CT2,heliport,Windham Hospital Heliport,330,US,US-CT,Willimantic,0CT2,0,0CT2,"-72.22589874267578, 41.71699905395508"
692,0CT3,heliport,N B G H Heliport,431,US,US-CT,New Britain,0CT3,0,0CT3,"-72.78790283203125, 41.661598205566406"
693,0CT4,heliport,Burke Heliport,400,US,US-CT,Prospect,0CT4,0,0CT4,"-72.9397964477539, 41.50619888305664"
694,0CT5,heliport,St Francis Hospital Heliport,184,US,US-CT,Hartford,0CT5,0,0CT5,"-72.6989974975586, 41.77450180053711"
695,0CT6,heliport,Middletown Heliport,113,US,US-CT,Middletown,0CT6,0,0CT6,"-72.70449829101562, 41.5968017578125"
696,0CT7,heliport,Bridgeport Hospital Heliport,80,US,US-CT,Bridgeport,0CT7,0,0CT7,"-73.16619873046875, 41.18840026855469"
697,0CT8,heliport,Danbury Hospital Heliport,510,US,US-CT,Danbury,0CT8,0,0CT8,"-73.4447021484375, 41.405601501464844"
698,0CT9,heliport,Hartford Hospital Heliport,211,US,US-CT,Hartford,0CT9,0,0CT9,"-72.67870330810547, 41.75450134277344"
699,0D6,small_airport,Wilber Municipal Airport,1400,US,US-NE,Wilber,0D6,0,0D6,"-96.98780059814453, 40.474998474121094"
700,0D7,small_airport,Ada Airport,949,US,US-OH,Ada,0D7,0,0D7,"-83.8291015625, 40.79059982299805"
701,0D9,small_airport,Air Park North,1170,US,US-MI,Alba,MI30,0,MI30,"-84.9587, 44.958"
702,0E9,small_airport,Corydon Airport,1020,US,US-IA,Corydon,0E9,0,0E9,"-93.24130249023438, 40.75450134277344"
703,0FA0,heliport,Doral Resort & Country Club Heliport,6,US,US-FL,Miami,0FA0,0,0FA0,"-80.33889770507812, 25.81290054321289"
704,0FA1,small_airport,Ott's Landing Airport,65,US,US-FL,Arcadia,0FA1,0,0FA1,"-81.880403, 27.3039"
705,0FA2,heliport,Doctors Memorial Hospital #2 Heliport,57,US,US-FL,Perry,0FA2,0,0FA2,"-83.592732, 30.119753"
706,0FA5,seaplane_base,Briley Farm Seaplane Base,66,US,US-FL,Oakland,0FA5,0,0FA5,"-81.6286111, 28.5727778"
707,0FD0,small_airport,The 2A Ranch Airport,40,US,US-FL,Ormond Beach,0FD0,0,0FD0,"-81.230103, 29.2675"
708,0FD1,heliport,Panhandle Helicopter Llc Heliport,20,US,US-FL,Panama City Beach,0FD1,0,0FD1,"-85.8722000122, 30.214099884"
709,0FD2,heliport,Dolphin Stadium Heliport,8,US,US-FL,Miami,0FD2,0,0FD2,"-80.23700259630002, 25.9599926383"
710,0FD3,small_airport,Dugger Field,70,US,US-FL,Freeport,0FD3,0,0FD3,"-86.09380340576172, 30.496400833129883"
711,0FD4,heliport,Cloverleaf Farms Ii Inc. Heliport,100,US,US-FL,Reddick,0FD4,0,0FD4,"-82.2081985474, 29.3614006042"
712,0FD5,small_airport,Breezy Knoll Airport,235,US,US-FL,Defuniak Springs,0FD5,0,0FD5,"-86.34439849853516, 30.820199966430664"
713,0FD6,seaplane_base,Fulton Seaplane Base,0,US,US-FL,Sebastian,0FD6,0,0FD6,"-80.48639678955078, 27.907499313354492"
714,0FD9,small_airport,Joy Farms Airport,290,US,US-FL,Defuniak Springs,0FD9,0,0FD9,"-86.1093978881836, 30.652099609375"
715,0FL0,small_airport,Harper's Fly-In Ranch Airport,30,US,US-FL,Clewiston,0FL0,0,0FL0,"-81.16390228271484, 26.730600357055664"
716,0FL1,closed,Thompson Airfield,110,US,US-FL,Branford,0,0,0,"-82.835602, 29.983299"
717,0FL2,seaplane_base,Alligator Drink Seaplane Base,19,US,US-FL,Geneva,0FL2,0,0FL2,"-81.16419982910156, 28.787799835205078"
718,0FL3,heliport,Old Town Ems Heliport,25,US,US-FL,Old Town,0FL3,0,0FL3,"-82.98169708251953, 29.602800369262695"
719,0FL4,heliport,Jackson Heliport,110,US,US-FL,Alford,0FL4,0,0FL4,"-85.37830352783203, 30.704999923706055"
720,0FL5,seaplane_base,Lake Conway South Seaplane Base,80,US,US-FL,Belle Isle,0FL5,0,0FL5,"-81.34970092773438, 28.458599090576172"
721,0FL6,closed,Stanchester Airport,94,US,US-FL,Lithia,0,0,0,"-82.140098, 27.805901"
722,0FL7,heliport,Wcpx Tv-6 Heliport,114,US,US-FL,Orlando,0FL7,0,0FL7,"-81.41940307617188, 28.610300064086914"
723,0FL8,seaplane_base,Gary Gale Seaplane Base,0,US,US-FL,Jacksonville,0FL8,0,0FL8,"-81.68190002441406, 30.193899154663086"
724,0FL9,small_airport,Mc Daniel Ranch Inc. Airport,18,US,US-FL,Clewiston,0FL9,0,0FL9,"-81.0231018066, 26.3938999176"
725,0G0,small_airport,North Buffalo Suburban Airport,588,US,US-NY,Lockport,K0G0,0,0G0,"-78.7033, 43.103199"
726,0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,1635,US,US-MN,Grand Marais,0G5,0,0G5,"-90.3835, 47.8263"
727,0GA0,small_airport,Halls Flying Ranch Airport,800,US,US-GA,Hampton,0GA0,0,0GA0,"-84.36710357666016, 33.356201171875"
728,0GA1,small_airport,Mustang Field,693,US,US-GA,Hartwell,0GA1,0,0GA1,"-82.89710235595703, 34.477901458740234"
729,0GA2,small_airport,"Airnautique, Inc. Airport",720,US,US-GA,Hartwell,0GA2,0,0GA2,"-82.9457015991211, 34.377899169921875"
730,0GA3,small_airport,Ayresouth Airport,1287,US,US-GA,Temple,0GA3,0,0GA3,"-85.06079864501953, 33.77009963989258"
731,0GA4,small_airport,Paradise Falls Airport,736,US,US-GA,High Shoals,0GA4,0,0GA4,"-83.50569915771484, 33.81290054321289"
732,0GA5,heliport,Big Canoe Heliport,1475,US,US-GA,Jasper,0GA5,0,0GA5,"-84.28910064697266, 34.45479965209961"
733,0GA6,small_airport,Sunset Strip,780,US,US-GA,Jersey,0GA6,0,0GA6,"-83.81880187988281, 33.7333984375"
734,0GA7,closed,Hickory Level Airfield,1080,US,US-GA,Temple,0,0,0,"-84.999901, 33.683399"
735,0GA8,small_airport,Paso Fino Farm Airport,200,US,US-GA,Valdosta,0GA8,0,0GA8,"-83.41600036621094, 30.887100219726562"
736,0GA9,small_airport,Roberta Industrial Park Airport,505,US,US-GA,Roberta,0GA9,0,0GA9,"-84.02749633789062, 32.71390151977539"
737,0GE0,small_airport,Pinewood Airport,1085,US,US-GA,Douglasville,0GE0,0,0GE0,"-84.80079650878906, 33.782100677490234"
738,0GE1,small_airport,Crystal Lake Airpark,327,US,US-GA,Irwinville,0GE1,0,0GE1,"-83.44709777832031, 31.66550064086914"
739,0GE3,small_airport,Lookout Mountain Airport,563,US,US-GA,Trenton,0GE3,0,0GE3,"-85.45970153808594, 34.904701232910156"
740,0GE4,small_airport,Pecan Patch Airstrip,860,US,US-GA,Sunnyside,0GE4,0,0GE4,"-84.2667007446289, 33.33140182495117"
741,0GE5,small_airport,Mountain Airpark,1438,US,US-GA,Cleveland,0GE5,0,0GE5,"-83.7135009765625, 34.561798095703125"
742,0GE7,small_airport,Carpenter Airport,450,US,US-GA,Appling,0GE7,0,0GE7,"-82.37249755859375, 33.520301818847656"
743,0GE9,small_airport,Pegasus Ranch Airport,230,US,US-GA,Rocky Ford,0GE9,0,0GE9,"-81.79859924316406, 32.69390106201172"
744,0H7,small_airport,Kahoka Municipal Airport,700,US,US-MO,Kahoka,0H7,0,0H7,"-91.706298828125, 40.421600341796875"
745,0I2,small_airport,Brazil Clay County Airport,645,US,US-IN,Brazil,0I2,0,0I2,"-87.09970092773438, 39.47669982910156"
746,0IA0,heliport,Knoxville Area Community Hospital Heliport,927,US,US-IA,Knoxville,0IA0,0,0IA0,"-93.09600067138672, 41.316898345947266"
747,0IA1,heliport,St Anthony Regional Hospital Heliport,1300,US,US-IA,Carroll,0IA1,0,0IA1,"-94.86830139160156, 42.05830001831055"
748,0IA2,heliport,Audubon County Memorial Hospital Heliport,1320,US,US-IA,Audubon,0IA2,0,0IA2,"-94.9385986328125, 41.71549987792969"
749,0IA3,small_airport,Hawkeye Airport,883,US,US-IA,Waterloo,0IA3,0,0IA3,"-92.3280029296875, 42.43470001220703"
750,0IA4,small_airport,Sharar Field,700,US,US-IA,Mediapolis,0IA4,0,0IA4,"-91.05010223388672, 41.03340148925781"
751,0IA5,small_airport,Moore Private Airport,1060,US,US-IA,Millerton,0IA5,0,0IA5,"-93.26270294189453, 40.87220001220703"
752,0IA6,small_airport,Rinehart Airport,920,US,US-IA,Victor,0IA6,0,0IA6,"-92.28990173339844, 41.659698486328125"
753,0IA7,heliport,Cromwell Heliport,1300,US,US-IA,Cromwell,0IA7,0,0IA7,"-94.46690368652344, 41.03889846801758"
754,0IA8,small_airport,Hannen Airport,925,US,US-IA,Center Point,0IA8,0,0IA8,"-91.7509994506836, 42.22800064086914"
755,0IA9,heliport,Army Reserve Heliport,725,US,US-IA,Middleton,0IA9,0,0IA9,"-91.30010223388672, 40.83340072631836"
756,0ID0,small_airport,South Fork Ranch Airport,4861,US,US-ID,Featherville,0ID0,0,0ID0,"-115.10700225830078, 43.60639953613281"
757,0ID1,small_airport,Ziggy's Airport,3225,US,US-ID,Filer,0ID1,0,0ID1,"-114.6050033569336, 42.64120101928711"
758,0ID2,small_airport,Flying Joseph Ranch Airport,5600,US,US-ID,May,0ID2,0,0ID2,"-113.773002625, 44.442901611299995"
759,0ID3,small_airport,Coyote Run Airport,3150,US,US-ID,Mountain Home,0ID3,0,0ID3,"-115.6729965209961, 43.075801849365234"
760,0ID4,small_airport,Black Butte Ranch Airport,4020,US,US-ID,Shoshone,0ID4,0,0ID4,"-114.47000122070312, 43.047698974609375"
761,0ID5,small_airport,Ez Lope Ranch Airport,3130,US,US-ID,Oreana,0ID5,0,0ID5,"-116.46199798583984, 43.0531005859375"
762,0ID6,heliport,Steele Memorial Heliport,4004,US,US-ID,Salmon,67ID,0,67ID,"-113.891423, 45.173791"
763,0ID7,small_airport,Z X Ranch Airport,3820,US,US-ID,Murphy,0ID7,0,0ID7,"-116.763192, 43.230308"
764,0ID8,small_airport,Pinnacle Airport,3800,US,US-ID,Grangeville,0ID8,0,0ID8,"-116.178475, 45.775197"
765,0ID9,small_airport,Corral Creek Airport,2895,US,US-ID,Helmer,0ID9,0,0ID9,"-116.471131, 46.785278"
766,0II0,small_airport,Chuck's Airport,955,US,US-IN,Albany,0II0,0,0II0,"-85.25330352783203, 40.2599983215332"
767,0II1,small_airport,Unsicker Airport,816,US,US-IN,Bremen,0II1,0,0II1,"-86.1532974243164, 40.4281005859375"
768,0II2,small_airport,Creighton Airport,820,US,US-IN,Bremen,0II2,0,0II2,"-86.12439727783203, 41.457298278808594"
769,0II3,closed,Miller Strip,810,US,US-IN,Bunker Hill,0,0,0,"-86.037804, 40.6278"
770,0II5,small_airport,Marshall Field,705,US,US-IN,Chalmers,0II5,0,0II5,"-86.8572006225586, 40.65950012207031"
771,0II6,small_airport,Kropf Airport,810,US,US-IN,Goshen,0II6,0,0II6,"-85.82969665527344, 41.64310073852539"
772,0II7,small_airport,Frost Field,900,US,US-IN,Greenfield,0II7,0,0II7,"-85.78610229492188, 39.79560089111328"
773,0II8,small_airport,Sutton's Field,740,US,US-IN,Lowell,0II8,0,0II8,"-87.47589874267578, 41.324798583984375"
774,0II9,small_airport,Winters Airport,755,US,US-IN,Hall,0II9,0,0II9,"-86.57720184326172, 39.53419876098633"
775,0IL0,heliport,Hamilton Memorial Hospital Heliport,440,US,US-IL,Mc Leansboro,0IL0,0,0IL0,"-88.53890228271484, 38.086700439453125"
776,0IL1,heliport,Loyola University Medical Center Heliport,623,US,US-IL,Broadview,0IL1,0,0IL1,"-87.8364028930664, 41.86090087890625"
777,0IL2,small_airport,Griffin Airport,541,US,US-IL,Alma,0IL2,0,0IL2,"-88.997778, 38.803056"
778,0IL3,small_airport,Flying B Ranch Airport,696,US,US-IL,Danville,0IL3,0,0IL3,"-87.67449951171875, 40.15700149536133"
779,0IL4,heliport,Good Samaritan Hospital Heliport,772,US,US-IL,Downers Grove,0IL4,0,0IL4,"-88.00779724121094, 41.81890106201172"
780,0IL5,heliport,OSF St Luke Medical Center Heliport,849,US,US-IL,Kewanee,0IL5,0,0IL5,"-89.947788, 41.221865"
781,0IL6,heliport,Kishwaukee Community Hospital Heliport,852,US,US-IL,De Kalb,0IL6,0,0IL6,"-88.717300415, 41.9631004333"
782,0IL8,small_airport,Walter Airport,890,US,US-IL,De Kalb,0IL8,0,0IL8,"-88.72370147705078, 41.872501373291016"
783,0IL9,small_airport,Jack W. Watson Airport,880,US,US-IL,De Kalb,0IL9,0,0IL9,"-88.78730010986328, 41.854801177978516"
784,0IN1,small_airport,Snider Field,400,US,US-IN,Decker,0IN1,0,0IN1,"-87.59590148925781, 38.5"
785,0IN2,small_airport,The Lazy K Airport,835,US,US-IN,Tocsin,0IN2,0,0IN2,"-85.08609771728516, 40.82780075073242"
786,0IN3,small_airport,Graves Landing Strip,704,US,US-IN,Winamac,0IN3,0,0IN3,"-86.66670227050781, 41.11669921875"
787,0IN4,small_airport,Air Park Field,750,US,US-IN,Woodburn,0IN4,0,0IN4,"-84.94719696044922, 41.12779998779297"
788,0IN5,small_airport,Byrne Field,800,US,US-IN,Byrneville,0IN5,0,0IN5,"-86.03359985351562, 38.32899856567383"
789,0IN7,closed,Roto-Whirl/Holiday Heliport,875,US,US-IN,Indianapolis,0,0,0,"-86.226097, 39.922501"
790,0IN8,closed,Roto-Whirl/Vantage Heliport,726,US,US-IN,Indianapolis,0,0,0,"-86.118597, 39.837299"
791,0IN9,small_airport,Parrish Airport,390,US,US-IN,Mount Vernon,0IN9,0,0IN9,"-87.95140075683594, 37.993099212646484"
792,0IS0,heliport,Trinity Medical Center West Heliport,664,US,US-IL,Rock Island,0IS0,0,0IS0,"-90.57140350341797, 41.48109817504883"
793,0IS2,heliport,Evanston/Glenbrook Heliport,678,US,US-IL,Glenview,0IS2,0,0IS2,"-87.85260009765625, 42.093101501464844"
794,0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,630,US,US-IL,Deer Grove,0IS3,0,0IS3,"-89.69360351559999, 41.660800933800004"
795,0IS4,small_airport,Dawson Farms Airport,670,US,US-IL,Lovington,0IS4,0,0IS4,"-88.67150115966797, 39.76250076293945"
796,0IS6,heliport,Dongola Heliport,383,US,US-IL,Dongola,0IS6,0,0IS6,"-89.1635971069336, 37.3656005859375"
797,0IS8,heliport,Blessing Hospital At 11th St Heliport,650,US,US-IL,Quincy,0IS8,0,0IS8,"-91.3990020752, 39.9364013672"
798,0IS9,heliport,Bernardin Heliport,830,US,US-IL,West Brooklyn,0IS9,0,0IS9,"-89.2029037475586, 41.70840072631836"
799,0J0,small_airport,Abbeville Municipal Airport,468,US,US-AL,Abbeville,0J0,0,0J0,"-85.23880004882812, 31.600200653076172"
800,0J8,small_airport,Flying Ten Airport,85,US,US-FL,Archer,0J8,0,0J8,"-82.50869750976562, 29.618000030517578"
801,0K6,small_airport,Dobie's Airport,610,US,US-OK,Inola,0,0,0K6,"-95.580468, 36.178496"
802,0KS0,small_airport,J V Ranch Airport,1180,US,US-KS,Osage City,0KS0,0,0KS0,"-95.92530059814453, 38.63330078125"
803,0KS2,closed,Kellie Mann Airfield,1045,US,US-KS,Ottawa,0,0,0,"-95.309097, 38.560001"
804,0KS3,small_airport,Camp Chippewa Airport,1120,US,US-KS,Ottawa,0KS3,0,0KS3,"-95.36689758300781, 38.56669998168945"
805,0KS4,small_airport,Norris Airport,1065,US,US-KS,Lawrence,0KS4,0,0KS4,"-95.370056, 38.807239"
806,0KS6,small_airport,Kendrigan Airport,1240,US,US-KS,Peck,0KS6,0,0KS6,"-97.31780242919922, 37.45220184326172"
807,0KS7,small_airport,Mono Aircraft Airport,1450,US,US-KS,Cheney,0KS7,0,0KS7,"-97.88639831542969, 37.69279861450195"
808,0KS8,small_airport,Pearce Field,950,US,US-KS,Parsons,0KS8,0,0KS8,"-95.37470245361328, 37.38249969482422"
809,0KS9,small_airport,Lmn 120 Airport,1330,US,US-KS,Douglas,0KS9,0,0KS9,"-96.9197998046875, 37.515899658203125"
810,0KY0,small_airport,Owen Air Park,890,US,US-KY,Owenton,0KY0,0,0KY0,"-84.77890014648438, 38.622798919677734"
811,0KY1,small_airport,Arnemann Farms Airport,504,US,US-KY,Franklin,0KY1,0,0KY1,"-86.61830139160156, 36.76559829711914"
812,0KY2,heliport,Mgt Station 2105 Heliport,540,US,US-KY,Hartford,0KY2,0,0KY2,"-86.8375015258789, 37.50559997558594"
813,0KY3,closed,Tennessee Gas Heliport,604,US,US-KY,Load,0,0,0,"-83.952795, 38.561404"
814,0KY4,small_airport,Cambron Field,427,US,US-KY,Owensboro,0KY4,0,0KY4,"-87.08190155029297, 37.56439971923828"
815,0KY5,small_airport,Falin Landing Strip,600,US,US-KY,Bowling Green,0KY5,0,0KY5,"-86.375, 36.8125"
816,0KY6,heliport,Tennessee Gas Heliport,560,US,US-KY,Burnaugh,0KY6,0,0KY6,"-82.57749938964844, 38.2682991027832"
817,0KY7,small_airport,Clinton-Hickman County Airport,360,US,US-KY,Clinton,0KY7,0,0KY7,"-88.99859619140625, 36.63610076904297"
818,0KY8,closed,Sky Airport,850,US,US-KY,Manchester,0,0,0,"-83.736099, 37.117199"
819,0KY9,heliport,Pine Mountain Aero Heliport,1300,US,US-KY,Whitesburg,0KY9,0,0KY9,"-82.80359649658203, 37.11360168457031"
820,0L4,small_airport,Lida Junction Airport,4684,US,US-NV,Goldfield,0L4,0,0L4,"-117.19100189208984, 37.485801696777344"
821,0L5,small_airport,Goldfield Airport,5680,US,US-NV,Goldfield,NV50,0,NV50,"-117.236368, 37.722751"
822,0L6,heliport,Winn Parish Medical Center Heliport,140,US,US-LA,Winnfield,0L6,0,0L6,"-92.64569854736328, 31.923200607299805"
823,0LA0,heliport,West Hackberry Heliport,10,US,US-LA,Hackberry,0LA0,0,0LA0,"-93.40019989013672, 30.008499145507812"
824,0LA1,small_airport,Double H Ranch Airport,15,US,US-LA,Gonzales,0LA1,0,0LA1,"-90.97339630126953, 30.229400634765625"
825,0LA2,closed,Don Babin-Private Airport,17,US,US-LA,Gonzales,0,0,0,"-90.963203, 30.278"
826,0LA3,small_airport,Belcher Airpatch Airport,280,US,US-LA,Belcher,0LA3,0,0LA3,"-93.87349700927734, 32.749298095703125"
827,0LA4,heliport,North Caddo Medical Center Heliport,200,US,US-LA,Vivian,0LA4,0,0LA4,"-93.98899841308594, 32.86410140991211"
828,0LA5,heliport,Conoco Inc Heliport,3,US,US-LA,Grand Isle,0LA5,0,0LA5,"-89.96369934082031, 29.257999420166016"
829,0LA6,closed,Freeport Sulphur Heliport,3,US,US-LA,Grand Isle,0,0,0,"-89.959198, 29.2586"
830,0LA7,heliport,Exxon Heliport,6,US,US-LA,Grand Isle,0LA7,0,0LA7,"-89.96759796142578, 29.255800247192383"
831,0LA8,heliport,Jackson Parish Hospital Heliport,183,US,US-LA,Jonesboro,0LA8,0,0LA8,"-92.71279907226562, 32.25170135498047"
832,0LA9,small_airport,Rebel Field,74,US,US-LA,Watson,0LA9,0,0LA9,"-90.86150360107422, 30.586299896240234"
833,0LL0,small_airport,Kaufield Airport,783,US,US-IL,Belvidere,0LL0,0,0LL0,"-88.7300033569336, 42.26470184326172"
834,0LL1,small_airport,Jerseyville Aviation Inc Airport,604,US,US-IL,Jerseyville,0LL1,0,0LL1,"-90.31340026855469, 39.094200134277344"
835,0LL2,small_airport,Murk's Strip,700,US,US-IL,St. Augustine,0LL2,0,0LL2,"-90.38069915770001, 40.738899231"
836,0LL3,small_airport,Koenig Airport,614,US,US-IL,Jerseyville,0LL3,0,0LL3,"-90.34210205078125, 39.05500030517578"
837,0LL4,small_airport,Flaherty Field,664,US,US-IL,La Salle,0LL4,0,0LL4,"-89.12310028076172, 41.4192008972168"
838,0LL5,small_airport,Busboom RLA Restricted Landing Area,675,US,US-IL,St Joseph,0LL5,0,0LL5,"-88.07839965820001, 40.1100006104"
839,0LL6,small_airport,Gord Airport,710,US,US-IL,Sandwich,0LL6,0,0LL6,"-88.60759735107422, 41.69839859008789"
840,0LL7,heliport,Valley West Hospital Heliport,670,US,US-IL,Sandwich,0LL7,0,0LL7,"-88.621297, 41.657994"
841,0LL9,closed,Savanna Army Depot Helipad,650,US,US-IL,Savanna,0,0,0,"-90.255698, 42.183399"
842,0LS0,small_airport,Theriot Field,13,US,US-LA,Thibodaux,0LS0,0,0LS0,"-90.73580169677734, 29.74970054626465"
843,0LS2,closed,Evergreen Fourchon Heliport,6,US,US-LA,Golden Meadow,0,0,0,"-90.202202, 29.1164"
844,0LS3,heliport,Evergreen Venice Heliport,0,US,US-LA,Venice,0LS3,0,0LS3,"-89.37439727783203, 29.29669952392578"
845,0LS4,closed,Buller's Airstrip,47,US,US-LA,Bunkie,0,0,0,"-92.188003, 30.808701"
846,0LS5,small_airport,Trahan Ultralightport,40,US,US-LA,Cankton,0LS5,0,0LS5,"-92.12979888916016, 30.306900024414062"
847,0LS6,small_airport,Dufour Airport,42,US,US-LA,Morrow,0LS6,0,0LS6,"-92.05039978027344, 30.787700653076172"
848,0LS7,small_airport,Morgan Field,36,US,US-LA,New Roads,0LS7,0,0LS7,"-91.48419952392578, 30.61280059814453"
849,0LS8,small_airport,Lonesome Dove Airfield,34,US,US-LA,Woodlawn,0LS8,0,0LS8,"-92.94129943847656, 30.28580093383789"
850,0LS9,small_airport,Huenefeld Airport,72,US,US-LA,Monroe,0LS9,0,0LS9,"-91.98210144042969, 32.50429916381836"
851,0MA1,heliport,Massachusetts General Hospital Heliport,214,US,US-MA,Boston,0MA1,0,0MA1,"-71.06890106201172, 42.36370086669922"
852,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,450,US,US-MA,Leominster,0MA2,0,0MA2,"-71.76280212402344, 42.54090118408203"
853,0MA3,heliport,Reh Heliport,100,US,US-MA,Rehoboth,0MA3,0,0MA3,"-71.23179626464844, 41.78739929199219"
854,0MA4,heliport,Boston Medical Center Hospital Heliport,19,US,US-MA,Boston,0MA4,0,0MA4,"-71.07170104980469, 42.33359909057617"
855,0MA5,heliport,Brockton Usar Center Heliport,85,US,US-MA,Brockton,0MA5,0,0MA5,"-71.05590057373047, 42.05590057373047"
856,0MA6,heliport,Wbz Heliport,9,US,US-MA,Boston,0MA6,0,0MA6,"-71.13259887695312, 42.3651008605957"
857,0MA8,closed,Textron/Everett Heliport,40,US,US-MA,Everett,0,0,0,"-71.070602, 42.404496"
858,0MA9,heliport,Lleia Kyle O'Meara Heliport,1230,US,US-MA,Westminster,0MA9,0,0MA9,"-71.90840148925781, 42.50310134887695"
